pmid,start,end,set,mention,concept
3393536,137,204,train,glucose-6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
3393536,217,236,train,genetic abnormality,"genetic diseases, inborn"
3393536,743,760,train,enzyme deficiency,"metabolism, inborn errors"
3393536,832,838,train,favism,favism
3393536,1239,1256,train,neonatal jaundice,"jaundice, neonatal"
3393536,1497,1513,train,hemolytic anemia,"anemia, hemolytic"
3393536,1726,1741,train,glucose 6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
3417303,22,40,train,myotonic dystrophy,myotonic dystrophy
3417303,136,154,train,myotonic dystrophy,myotonic dystrophy
3417303,156,158,train,myotonic dystrophy,myotonic dystrophy
3417303,323,325,train,myotonic dystrophy,myotonic dystrophy
3417303,994,996,train,myotonic dystrophy,myotonic dystrophy
3422216,123,136,train,choroideremia,choroideremia
3422216,208,221,train,choroideremia,choroideremia
3422216,601,614,train,choroideremia,choroideremia
3455778,86,94,train,hepatoma,"carcinoma, hepatocellular"
3455778,102,117,train,phenylketonuria,phenylketonurias
3455778,119,122,train,phenylketonuria,phenylketonurias
3455778,137,195,train,deficiency of the hepatic enzyme phenylalanine hydroxylase,phenylketonurias
3455778,870,878,train,hepatoma,"carcinoma, hepatocellular"
3455778,1037,1045,train,hepatoma,"carcinoma, hepatocellular"
3455778,1322,1325,train,phenylketonuria,phenylketonurias
3464560,113,140,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3464560,241,268,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3464560,270,273,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3464560,386,389,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3464560,423,426,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3480530,31,46,train,retinoblastomas,retinoblastoma
3480530,51,69,train,mesenchymal tumors,malignant mesenchymal tumor
3480530,125,139,train,retinoblastoma,retinoblastoma
3480530,145,160,train,childhood tumor,neoplasms
3480530,576,590,train,retinoblastoma,retinoblastoma
3480530,710,728,train,mesenchymal tumors,malignant mesenchymal tumor
3480530,781,795,train,retinoblastoma,retinoblastoma
3480530,824,838,train,retinoblastoma,retinoblastoma
3480530,846,852,train,tumors,neoplasms
3524231,13,40,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3524231,236,263,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3524231,265,268,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3524231,374,377,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3524231,382,412,train,growth hormone (gh) deficiency,"isolated growth hormone deficiency, type ia"
3524231,452,470,train,dystrophic process,muscular dystrophies
3524231,1052,1055,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3563511,52,63,train,lesch-nyhan,lesch-nyhan syndrome
3563511,572,592,train,lesch-nyhan syndrome,lesch-nyhan syndrome
3563511,685,696,train,lesch-nyhan,lesch-nyhan syndrome
3563511,879,899,train,lesch-nyhan syndrome,lesch-nyhan syndrome
3565372,70,113,train,hereditary non-spherocytic hemolytic anemia,"anemia, hemolytic, congenital nonspherocytic"
3565372,221,263,train,hereditary nonspherocytic hemolytic anemia,"anemia, hemolytic, congenital nonspherocytic"
3565372,265,270,train,hereditary nonspherocytic hemolytic anemia,"anemia, hemolytic, congenital nonspherocytic"
3565372,570,585,train,glucose 6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
3565372,696,701,train,hereditary nonspherocytic hemolytic anemia,"anemia, hemolytic, congenital nonspherocytic"
3565372,756,771,train,glucose 6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
3572301,58,82,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
3572301,323,373,train,x-linked immunodeficiency wiskott-aldrich syndrome,wiskott-aldrich syndrome
3578281,0,16,train,hypopigmentation,hypopigmentation
3578281,24,45,train,prader-willi syndrome,prader-willi syndrome
3578281,47,80,train,cutaneous and ocular pigmentation,pigmentation disorders
3578281,123,144,train,prader-willi syndrome,prader-willi syndrome
3578281,146,149,train,"prader-willi syndrome
",prader-willi syndrome
3578281,165,181,train,hypopigmentation,hypopigmentation
3578281,368,371,train,"prader-willi syndrome
",prader-willi syndrome
3578281,389,402,train,hypopigmented,hypopigmentation
3578281,420,436,train,hypopigmentation,hypopigmentation
3578281,618,634,train,hypopigmentation,hypopigmentation
3578281,744,747,train,"prader-willi syndrome
",prader-willi syndrome
3578281,777,793,train,hypopigmentation,hypopigmentation
3578281,850,866,train,hypopigmentation,hypopigmentation
3578281,924,927,train,"prader-willi syndrome
",prader-willi syndrome
3578281,941,957,train,hypopigmentation,hypopigmentation
3578281,1048,1064,train,hypopigmentation,hypopigmentation
3591825,81,101,train,adrenoleukodystrophy,adrenoleukodystrophy
3591825,185,205,train,adrenoleukodystrophy,adrenoleukodystrophy
3591825,207,210,train,adrenoleukodystrophy,adrenoleukodystrophy
3591825,277,280,train,adrenoleukodystrophy,adrenoleukodystrophy
3591825,427,445,train,neurologic disease,nervous system diseases
3591825,447,461,train,leukodystrophy,"leukodystrophy, metachromatic"
3591825,465,480,train,myeloneuropathy,nervous system diseases
3591825,516,544,train,adrenocortical insufficiency,addison disease
3591825,721,724,train,adrenoleukodystrophy,adrenoleukodystrophy
3600793,37,73,train,x-linked duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3600793,159,186,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3600793,188,191,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3600793,396,411,train,genetic disease,"genetic diseases, inborn"
3600793,513,531,train,muscular dystrophy,muscular dystrophies
3600793,594,597,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3600793,711,736,train,becker muscular dystrophy,becker's muscular dystrophy
3600793,967,1000,train,emery dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
3600793,1299,1302,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3600793,1505,1508,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3600794,45,72,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3600794,166,217,train,duchenne and the milder becker muscular dystrophies,"muscular dystrophy, duchenne|becker's muscular dystrophy"
3600794,528,547,train,dystrophic syndrome,muscular dystrophies
3600794,608,642,train,duchenne/becker muscular dystrophy,"muscular dystrophy, duchenne|becker's muscular dystrophy"
3600794,708,735,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3600794,737,740,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3600794,831,834,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3600794,1171,1181,train,myopathies,muscular diseases
3600794,1183,1216,train,emery dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
3600794,1278,1281,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3615198,84,99,train,phenylketonuria,phenylketonurias
3615198,101,126,train,classical phenylketonuria,phenylketonurias
3615198,128,131,train,phenylketonuria,phenylketonurias
3615198,139,181,train,autosomal recessive human genetic disorder,"genetic diseases, inborn"
3615198,194,241,train,deficiency of hepatic phenylalanine hydroxylase,phenylketonurias
3615198,299,302,train,phenylketonuria,phenylketonurias
3659917,20,47,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3659917,90,117,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3659917,119,122,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3659917,268,271,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3659917,458,461,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3659917,624,627,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3674116,9,30,train,prader-willi syndrome,prader-willi syndrome
3674116,101,122,train,prader-willi syndrome,prader-willi syndrome
3674116,124,127,train,"prader-willi syndrome
",prader-willi syndrome
3674116,340,343,train,"prader-willi syndrome
",prader-willi syndrome
3674116,500,503,train,"prader-willi syndrome
",prader-willi syndrome
3678494,32,59,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3678494,237,264,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
3678494,266,269,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3678494,497,500,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3678494,589,592,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
3718019,0,26,train,heterozygous c2 deficiency,complement component 2 deficiency
3718019,43,53,train,angioedema,angioedema
3718019,55,72,train,myasthenia gravis,myasthenia gravis
3718019,78,106,train,systemic lupus erythematosus,"lupus erythematosus, systemic"
3718019,135,152,train,myasthenia gravis,myasthenia gravis
3718019,154,182,train,systemic lupus erythematosus,"lupus erythematosus, systemic"
3718019,188,198,train,angioedema,angioedema
3718019,228,263,train,complement factor 2 (c2) deficiency,complement component 2 deficiency
3718019,346,359,train,c2 deficiency,complement component 2 deficiency
3718019,511,524,train,c2 deficiency,complement component 2 deficiency
3718019,565,585,train,autoimmune disorders,autoimmune diseases
3789016,33,80,train,deficiency of the third component of complement,"complement component 3 deficiency, autosomal recessive"
3789016,130,143,train,c3 deficiency,"complement component 3 deficiency, autosomal recessive"
3789016,278,291,train,c3 deficiency,"complement component 3 deficiency, autosomal recessive"
3789016,506,519,train,c3 deficiency,"complement component 3 deficiency, autosomal recessive"
3789016,670,683,train,c3 deficiency,"complement component 3 deficiency, autosomal recessive"
3789016,791,804,train,c3 deficiency,"complement component 3 deficiency, autosomal recessive"
3789016,885,898,train,c3 deficiency,"complement component 3 deficiency, autosomal recessive"
3856322,65,80,train,phenylketonuria,phenylketonurias
3856322,82,85,train,phenylketonuria,phenylketonurias
3856322,110,160,train,deficiency of the enzyme phenylalanine hydroxylase,phenylketonurias
3856322,878,881,train,phenylketonuria,phenylketonurias
3862128,63,78,train,phenylketonuria,phenylketonurias
3862128,106,121,train,phenylketonuria,phenylketonurias
3862128,123,126,train,phenylketonuria,phenylketonurias
3862128,134,162,train,autosomal recessive disorder,"genetic diseases, inborn"
3862128,200,258,train,deficiency of the hepatic enzyme phenylalanine hydroxylase,phenylketonurias
3862128,1225,1228,train,phenylketonuria,phenylketonurias
3876122,17,46,train,type i von willebrand disease,"von willebrand disease, type 1"
3876122,89,103,train,von willebrand,von willebrand diseases
3876122,112,141,train,type i von willebrand disease,"von willebrand disease, type 1"
3876122,143,146,train,von willebrand disease,von willebrand diseases
3876122,205,219,train,von willebrand,von willebrand diseases
3876122,1371,1381,train,type i von willebrand disease,"von willebrand disease, type 1"
4019732,34,56,train,van der woude syndrome,van der woude syndrome
4019732,281,303,train,van der woude syndrome,van der woude syndrome
4019732,305,308,train,van der woude syndrome,van der woude syndrome
4019732,325,335,train,oral cleft,cleft lip|cleft palate
4019732,337,349,train,cleft palate,cleft palate
4019732,351,353,train,cleft palate,cleft palate
4019732,359,368,train,cleft lip,cleft lip
4019732,385,387,train,cleft palate,cleft palate
4019732,389,392,train,cleft lip palate,cleft lip
4019732,443,451,train,lip pits,van der woude syndrome
4019732,455,463,train,fistulae,fistula
4019732,582,585,train,cleft lip palate,cleft lip
4019732,590,592,train,cleft palate,cleft palate
4019732,603,606,train,van der woude syndrome,van der woude syndrome
4019732,724,727,train,cleft lip palate,cleft lip
4019732,736,738,train,cleft palate,cleft palate
4019732,818,820,train,cleft palate,cleft palate
4019732,846,849,train,cleft lip palate,cleft lip
4019732,854,857,train,van der woude syndrome,van der woude syndrome
4019732,896,904,train,lip pits,van der woude syndrome
4019732,1011,1014,train,van der woude syndrome,van der woude syndrome
4019732,1223,1226,train,van der woude syndrome,van der woude syndrome
4019732,1380,1383,train,van der woude syndrome,van der woude syndrome
4019732,1478,1486,train,lip pits,van der woude syndrome
4019732,1518,1526,train,lip pits,van der woude syndrome
4019732,1642,1645,train,van der woude syndrome,van der woude syndrome
4019732,1748,1751,train,van der woude syndrome,van der woude syndrome
6086495,20,45,train,becker muscular dystrophy,becker's muscular dystrophy
6086495,146,171,train,becker muscular dystrophy,becker's muscular dystrophy
6086495,173,176,train,becker's muscular dystrophy,becker's muscular dystrophy
6086495,329,332,train,becker's muscular dystrophy,becker's muscular dystrophy
6086495,420,451,train,becker and duchenne dystrophies,"muscular dystrophy, duchenne|becker's muscular dystrophy"
6087154,57,68,train,lesch-nyhan,lesch-nyhan syndrome
6087154,248,265,train,hypoxanthine phosphoribosyltransferase deficiencies,kelley-seegmiller syndrome
6087154,286,301,train,gouty arthritis,"arthritis, gouty"
6087154,340,360,train,lesch-nyhan syndrome,lesch-nyhan syndrome
6087154,362,365,train,l-n,lesch-nyhan syndrome
6087154,368,371,train,l-n,lesch-nyhan syndrome
6087154,574,586,train,l-n syndrome,lesch-nyhan syndrome
6087154,728,743,train,genetic lesions,genetic predisposition to disease
6087154,832,835,train,l-n,lesch-nyhan syndrome
6101415,93,117,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
6101415,154,178,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
6101415,180,183,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
6101415,396,399,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
6101415,836,839,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
6101415,935,938,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
6101415,1009,1033,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
6103091,0,21,train,complement deficiency,immunologic deficiency syndromes
6103091,26,35,train,nephritis,nephritis
6103091,120,136,train,deficiency of c3,"complement component 3 deficiency, autosomal recessive"
6103091,254,267,train,c3 deficiency,"complement component 3 deficiency, autosomal recessive"
6103091,308,326,train,glomerulonephritis,glomerulonephritis
6103091,328,339,train,proteinuria,proteinuria
6103091,361,371,train,haematuria,hematuria
6103091,408,420,train,c3-deficient,"complement component 3 deficiency, autosomal recessive"
6103091,476,489,train,c3 deficiency,"complement component 3 deficiency, autosomal recessive"
6103091,637,650,train,renal disease,kidney diseases
6103091,717,730,train,c3 deficiency,"complement component 3 deficiency, autosomal recessive"
6103091,746,755,train,nephritis,nephritis
6337374,0,44,train,glucose-6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
