pmid,start,end,mention,set,concept,code
11380496,1993,2007,polyarthralgia,test,arthralgia,arthralgia
11380496,2279,2289,vasculitis,test,vasculitis,vasculitis
11380496,298,308,vasculitis,test,vasculitis,vasculitis
11380496,344,359,graves' disease,test,graves disease,graves disease
11380496,658,668,vasculitis,test,vasculitis,vasculitis
11380496,734,749,graves' disease,test,graves disease,graves disease
11380496,826,841,graves' disease,test,graves disease,graves disease
11380496,897,912,hyperthyroidism,test,hyperthyroidism,hyperthyroidism
11380496,920,935,graves' disease,test,graves disease,graves disease
11380496,93,108,graves' disease,test,graves disease,graves disease
11380496,990,1000,vasculitis,test,vasculitis,vasculitis
11385188,14,27,heart disease,test,heart diseases,heart diseases
11385188,325,348,coronary artery disease,test,coronary artery disease,coronary artery disease
11385188,575,608,abnormal left ventricular filling,test,"ventricular dysfunction, left","ventricular dysfunction, left"
11385188,751,788,coronary artery or myocardial disease,test,coronary artery disease|cardiomyopathies,coronary artery disease|cardiomyopathies
11385188,98,111,heart disease,test,heart diseases,heart diseases
11391224,1043,1045,transplant glomerulopathy,train,kidney diseases,kidney diseases
11391224,1123,1145,malignant hypertension,train,"hypertension, malignant","hypertension, malignant"
11391224,1147,1173,thrombotic microangiopathy,train,thrombotic microangiopathies,thrombotic microangiopathies
11391224,1175,1190,lupus nephritis,train,lupus nephritis,lupus nephritis
11391224,1192,1218,henoch-schonlein nephritis,train,"purpura, schoenlein-henoch","purpura, schoenlein-henoch"
11391224,1231,1249,glomerulonephritis,train,glomerulonephritis,glomerulonephritis
11391224,1271,1290,acute renal failure,train,acute kidney injury,acute kidney injury
11391224,1324,1326,transplant glomerulopathy,train,kidney diseases,kidney diseases
11391224,1343,1356,renal failure,train,renal insufficiency,renal insufficiency
11391224,1372,1383,proteinuria,train,proteinuria,proteinuria
11391224,1548,1550,transplant glomerulopathy,train,kidney diseases,kidney diseases
11391224,1631,1633,transplant glomerulopathy,train,kidney diseases,kidney diseases
11391224,1681,1696,kidney diseases,train,kidney diseases,kidney diseases
11391224,1750,1752,transplant glomerulopathy,train,kidney diseases,kidney diseases
11391224,1779,1797,endothelial injury,train,wounds and injuries,wounds and injuries
11391224,1809,1827,immunologic injury,train,immune system diseases,immune system diseases
11391224,207,232,transplant glomerulopathy,train,kidney diseases,kidney diseases
11391224,234,236,transplant glomerulopathy,train,kidney diseases,kidney diseases
11391224,607,609,transplant glomerulopathy,train,kidney diseases,kidney diseases
11391224,667,685,glomerulonephritis,train,glomerulonephritis,glomerulonephritis
11391224,687,716,chronic allograft nephropathy,train,"renal insufficiency, chronic","renal insufficiency, chronic"
11391224,79,93,kidney disease,train,kidney diseases,kidney diseases
11391224,807,823,glomerulopathies,train,kidney diseases,kidney diseases
11391224,844,870,thrombotic microangiopathy,train,thrombotic microangiopathies,thrombotic microangiopathies
11391224,872,894,malignant hypertension,train,"hypertension, malignant","hypertension, malignant"
11391224,902,924,interstitial nephritis,train,"nephritis, interstitial","nephritis, interstitial"
11391224,930,952,acute tubular necrosis,train,"kidney tubular necrosis, acute","kidney tubular necrosis, acute"
11391224,998,1000,transplant glomerulopathy,train,kidney diseases,kidney diseases
11395263,226,247,myocardial infarction,test,myocardial infarction,myocardial infarction
11395263,450,471,myocardial infarction,test,myocardial infarction,myocardial infarction
11401944,1355,1370,qt prolongation,test,long qt syndrome,long qt syndrome
11401944,1505,1508,tdp,test,torsades de pointes,torsades de pointes
11401944,1931,1934,tdp,test,torsades de pointes,torsades de pointes
11401944,1941,1956,qt prolongation,test,long qt syndrome,long qt syndrome
11401944,319,337,torsade de pointes,test,torsades de pointes,torsades de pointes
11401944,339,342,tdp,test,torsades de pointes,torsades de pointes
11401944,349,364,qt prolongation,test,long qt syndrome,long qt syndrome
11401944,524,527,tdp,test,torsades de pointes,torsades de pointes
11401944,62,85,ventricular tachycardia,test,"tachycardia, ventricular","tachycardia, ventricular"
11401944,913,928,qt prolongation,test,long qt syndrome,long qt syndrome
11401944,98,114,long-qt syndrome,test,long qt syndrome,long qt syndrome
1141447,49,67,diabetes insipidus,dev,diabetes insipidus,diabetes insipidus
1141447,95,113,diabetes insipidus,dev,diabetes insipidus,diabetes insipidus
11419773,134,155,mitral valve prolapse,train,mitral valve prolapse,mitral valve prolapse
11419773,17,35,cardiac arrhythmia,train,"arrhythmias, cardiac","arrhythmias, cardiac"
11419773,182,206,ventricular fibrillation,train,ventricular fibrillation,ventricular fibrillation
11423811,1227,1238,hypokinesis,test,hypokinesia,hypokinesia
11423811,134,144,chest pain,test,chest pain,chest pain
11423811,1612,1629,tachydysrhythmias,test,-1,NA
11423811,163,173,chest pain,test,chest pain,chest pain
11423811,1641,1658,sinus tachycardia,test,"tachycardia, sinus","tachycardia, sinus"
11423811,1937,1947,chest pain,test,chest pain,chest pain
11423811,337,345,ischemia,test,ischemia,ischemia
11423811,564,574,chest pain,test,chest pain,chest pain
11423811,822,832,chest pain,test,chest pain,chest pain
11423811,924,932,toxicity,test,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
11425091,1064,1082,subependymal cysts,test,brain diseases|cysts,brain diseases|cysts
11425091,1252,1269,subependymal cyst,test,brain diseases|cysts,brain diseases|cysts
11425091,1283,1298,preterm infants,test,"infant, premature, diseases","infant, premature, diseases"
11425091,148,158,hemorrhage,test,hemorrhage,hemorrhage
11425091,180,185,cysts,test,cysts,cysts
11425091,333,351,subependymal cysts,test,brain diseases|cysts,brain diseases|cysts
11425091,355,370,preterm infants,test,"infant, premature, diseases","infant, premature, diseases"
11425091,490,533,premature (< 36 weeks of gestation) infants,test,"infant, premature, diseases","infant, premature, diseases"
11425091,62,77,preterm infants,test,"infant, premature, diseases","infant, premature, diseases"
11425091,725,738,cocaine abuse,test,cocaine-related disorders,cocaine-related disorders
11425091,978,996,subependymal cysts,test,brain diseases|cysts,brain diseases|cysts
11426838,1400,1408,toxicity,train,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
11426838,1822,1832,convulsive,train,seizures,seizures
11426838,981,992,convulsions,train,seizures,seizures
11431197,226,248,interstitial nephritis,train,"nephritis, interstitial","nephritis, interstitial"
11431197,25,47,interstitial nephritis,train,"nephritis, interstitial","nephritis, interstitial"
11431197,370,392,interstitial nephritis,train,"nephritis, interstitial","nephritis, interstitial"
11439380,1095,1105,neuropathy,test,nervous system diseases,nervous system diseases
11439380,12,22,neuropathy,test,nervous system diseases,nervous system diseases
11439380,1212,1233,peripheral neuropathy,test,peripheral nervous system diseases,peripheral nervous system diseases
11439380,122,132,neuropathy,test,nervous system diseases,nervous system diseases
11439380,219,234,prostate cancer,test,prostatic neoplasms,prostatic neoplasms
11439380,58,73,prostate cancer,test,prostatic neoplasms,prostatic neoplasms
11439380,944,954,neuropathy,test,nervous system diseases,nervous system diseases
11467664,0,20,cholestatic jaundice,dev,"jaundice, obstructive","jaundice, obstructive"
11467664,331,342,cholestasis,dev,cholestasis,cholestasis
11467664,356,361,edema,dev,edema,edema
11467664,397,409,inflammation,dev,inflammation,inflammation
11467664,471,479,jaundice,dev,jaundice,jaundice
11467664,552,560,jaundice,dev,jaundice,jaundice
11467664,673,687,hepatotoxicity,dev,drug-induced liver injury,drug-induced liver injury
11467664,93,113,cholestatic jaundice,dev,"jaundice, obstructive","jaundice, obstructive"
11474137,1258,1269,ototoxicity,test,hearing disorders,hearing disorders
11474137,168,179,ototoxicity,test,hearing disorders,hearing disorders
11474137,337,348,ototoxicity,test,hearing disorders,hearing disorders
11474137,479,490,ototoxicity,test,hearing disorders,hearing disorders
11474137,83,95,hearing loss,test,hearing loss,hearing loss
1147734,0,13,liver disease,train,liver diseases,liver diseases
1147734,155,192,chronic active (aggressive) hepatitis,train,"hepatitis, chronic","hepatitis, chronic"
1147734,337,350,liver disease,train,liver diseases,liver diseases
11524350,1000,1012,dysrhythmias,dev,"arrhythmias, cardiac","arrhythmias, cardiac"
11524350,1017,1025,asystole,dev,heart arrest,heart arrest
11524350,125,133,toxicity,dev,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
11524350,1334,1342,toxicity,dev,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
11524350,1486,1500,cardiac arrest,dev,heart arrest,heart arrest
11524350,496,504,asystole,dev,heart arrest,heart arrest
11524350,881,889,seizures,dev,seizures,seizures
11524350,9,17,toxicity,dev,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
11532387,0,35,withdrawal-emergent rabbit syndrome,train,substance withdrawal syndrome|basal ganglia diseases,substance withdrawal syndrome|basal ganglia diseases
11532387,202,224,withdrawal-emergent rs,train,substance withdrawal syndrome|basal ganglia diseases,substance withdrawal syndrome|basal ganglia diseases
11532387,295,297,rabbit syndrome,train,basal ganglia diseases,basal ganglia diseases
11532387,447,469,withdrawal-emergent rs,train,substance withdrawal syndrome|basal ganglia diseases,substance withdrawal syndrome|basal ganglia diseases
11532387,680,682,rabbit syndrome,train,basal ganglia diseases,basal ganglia diseases
11532387,74,89,rabbit syndrome,train,basal ganglia diseases,basal ganglia diseases
11532387,91,93,rabbit syndrome,train,basal ganglia diseases,basal ganglia diseases
11569530,1324,1327,torsades de pointes,train,torsades de pointes,torsades de pointes
11569530,157,176,torsades de pointes,train,torsades de pointes,torsades de pointes
11569530,1619,1622,torsades de pointes,train,torsades de pointes,torsades de pointes
11569530,178,181,torsades de pointes,train,torsades de pointes,torsades de pointes
11569530,206,229,ventricular tachycardia,train,"tachycardia, ventricular","tachycardia, ventricular"
11569530,320,323,torsades de pointes,train,torsades de pointes,torsades de pointes
11569530,475,478,torsades de pointes,train,torsades de pointes,torsades de pointes
11569530,592,595,torsades de pointes,train,torsades de pointes,torsades de pointes
11573852,1079,1087,seizures,dev,seizures,seizures
11573852,108,115,seizure,dev,seizures,seizures
11573852,1096,1100,acquired immunodeficiency syndrome,dev,acquired immunodeficiency syndrome,acquired immunodeficiency syndrome
11573852,1176,1184,seizures,dev,seizures,seizures
11573852,1215,1223,seizures,dev,seizures,seizures
11573852,131,135,acquired immunodeficiency syndrome,dev,acquired immunodeficiency syndrome,acquired immunodeficiency syndrome
11573852,23,31,seizures,dev,seizures,seizures
11573852,249,267,grand mal seizures,dev,"epilepsy, tonic-clonic","epilepsy, tonic-clonic"
11573852,330,338,seizures,dev,seizures,seizures
11573852,50,54,acquired immunodeficiency syndrome,dev,acquired immunodeficiency syndrome,acquired immunodeficiency syndrome
11573852,593,601,seizures,dev,seizures,seizures
11573852,679,683,acquired immunodeficiency syndrome,dev,acquired immunodeficiency syndrome,acquired immunodeficiency syndrome
11573852,688,711,cryptococcal meningitis,dev,"meningitis, cryptococcal","meningitis, cryptococcal"
11573852,766,774,seizures,dev,seizures,seizures
11573852,805,818,alcohol abuse,dev,alcoholism,alcoholism
11573852,872,880,seizures,dev,seizures,seizures
11573852,927,935,seizures,dev,seizures,seizures
11573852,978,985,seizure,dev,seizures,seizures
1158089,0,11,fatty liver,test,fatty liver,fatty liver
1158089,1207,1217,depression,test,depressive disorder,depressive disorder
1158089,1618,1629,fatty liver,test,fatty liver,fatty liver
1158089,188,199,fatty liver,test,fatty liver,fatty liver
1158089,653,663,depression,test,depressive disorder,depressive disorder
11581460,177,181,pain,train,pain,pain
11581460,531,550,chest wall rigidity,train,muscle rigidity,muscle rigidity
11581460,552,563,hypotension,train,hypotension,hypotension
11581460,565,587,respiratory depression,train,respiratory insufficiency,respiratory insufficiency
11581460,593,604,bradycardia,train,bradycardia,bradycardia
11581460,623,648,urinary bladder retention,train,urinary bladder diseases,urinary bladder diseases
11581460,701,715,hydronephrosis,train,hydronephrosis,hydronephrosis
11581460,8,26,retention of urine,train,urinary retention,urinary retention
11583940,354,368,nephrotoxicity,dev,kidney diseases,kidney diseases
11583940,376,390,nephrotoxicity,dev,kidney diseases,kidney diseases
11583940,496,510,nephrotoxicity,dev,kidney diseases,kidney diseases
11583940,566,580,nephrotoxicity,dev,kidney diseases,kidney diseases
11583940,773,787,nephrotoxicity,dev,kidney diseases,kidney diseases
11587867,222,250,acute lymphoblastic leucemia,train,precursor cell lymphoblastic leukemia-lymphoma,precursor cell lymphoblastic leukemia-lymphoma
11587867,278,300,lymphoblastic lymphoma,train,precursor cell lymphoblastic leukemia-lymphoma,precursor cell lymphoblastic leukemia-lymphoma
11587867,447,490,"opistothonus, sensory and motor dysfunction",train,neurotoxicity syndromes|neurotoxicity syndromes|neurotoxicity syndromes,neurotoxicity syndromes|neurotoxicity syndromes|neurotoxicity syndromes
11587867,505,514,paralysis,train,paralysis,paralysis
11587867,6,25,myeloencephalopathy,train,brain diseases,brain diseases
11587867,608,640,degeneration of myelin and axons,train,demyelinating diseases|nerve degeneration,demyelinating diseases|nerve degeneration
11587867,652,679,pseudocystic transformation,train,-1,NA
11642480,0,19,palpebral twitching,train,"dyskinesia, drug-induced","dyskinesia, drug-induced"
11642480,158,174,major depression,train,"depressive disorder, major","depressive disorder, major"
11642480,25,34,depressed,train,depressive disorder,depressive disorder
11642480,262,278,major depression,train,"depressive disorder, major","depressive disorder, major"
11642480,293,312,palpebral twitching,train,"dyskinesia, drug-induced","dyskinesia, drug-induced"
